text,author
The best time to give is when no one is expecting anything from you. Give when others don't ask you to.,Mwanandeke Kindembo
"The moon is useful at night. But you can't expect it to be there every month. Therefore, we end up inventing our own artificial lights to reduce the darkness in the world.",Mwanandeke Kindembo
"It was the excitement of the light or the fear of the dark that prompted Thomas Edison to never give up bulb enhancement. Either way, he was right.",Mwanandeke Kindembo
"First you have to take your skills and talent somewhere , In order for your skills and talent to take you everywhere.",De philosopher DJ Kyos
"Everything is better told as a story, and mine is still unfolding.","Uzma Jalaluddin, Hana Khan Carries On"
"Ahora poseo el poder de amar, de sentir, de comprender, y de contribuir a la felicidad de los que amo.",-Sofía Bosco
"Te mereces el amor más puro y bello que existe en este mundo. Lo ansías y sabes que existe. Y es verdad, existe. No te rindas hasta encontrarlo.","Rosa Esthela Mora, El Poder Secreto de Sofía Bosco"
My will cannot be broken. Nothing can break me.,SJ Cavaletti
"I am planting a Wish Tree to remind me of nature's big-hearted generosity. — author Andrea Koehle Jones, The Wish Trees: How Planting Trees Can Help Make the World a Better Place ","Andrea Koehle Jones, The Wish Trees: How Planting Trees Can Help Make the World a Better Place"
A quiet afternoon with a warm cup off coffee and a good book are the perfect description of moments that I cherish in this short life.,"Syed Ahmad Fathi, Life Full of Reading: A Collection of Book Reviews"
"To all the girls that think you're ugly because you're not a size 0, you're the beautiful one. It's society who's ugly.",Marilyn Monroe
"Try this trick: stop yourself. Tell yourself, And then start thinking about all the things you DO have, the things you love, the people you have, the blessings that life has given you. Make this a regular practice, and you'll start to be happier with your life.",Dembe Michael
Due to high inflation rate the FED Must be really fed up.,Yonda Qwathekana
"Gradually, a prayer I One of the greatest investments.",Yonda Qwathekana
"Traveling is the main basis for turning people into adventurers and thus becoming fearless, exploring more in life.",Mwanandeke Kindembo
We must take into consideration the opinions of others; simply because we all look at the world through different lenses.,Mwanandeke Kindembo
We get wet from the rain and sweat from the sun.,Mwanandeke Kindembo
"Of course, every organ in your body matters. Except your feet and your hands. You can still live without them. They are part of you, but not the real YOU.",Mwanandeke Kindembo
"Doctors and nurses will never understand your romantic feelings. Because for them the heart is only there to pump blood throughout the body, they cannot see anything beyond their nose. They also cannot point to the source of love in the body.",Mwanandeke Kindembo
"How can you grow, if you insist on living in the past?","Dan Desmarques, How to Get Lucky: How to Change Your Mind and Get Anything in Life"
I refuse to live an ordinary Christian life when I serve an extraordinary God. — Forerunner Ministries' Vision Statement,Franklyn Spence
Being around wrong crowd or people. They will make you feel like a bad person and they will say you are a bad person.,De philosopher DJ Kyos
"If patience is not a virtue of the beholder of life, beauty in its simplistic form cannot be appreciated","Nathan Curtis, Eclectic Oprision"
"Scars have stories, so does the hero in you.",Jesus Apolinaris
The perfection of the soul lies in the self-realization of God.,Shiva Negi
"They're busy working behind your back, against you. But, they'll continue to fail. Because your final destiny is not in their hands.",Mitta Xinindlu
"Like the universe is,","A giant ocean of darkness having infinite little stars illuminating light at different angles,"
Your work is an expression of your passion. It isn't your passion in and of itself.,Todd Stocker
"It's always possible to overcome a tough situation throughout of the box thinking, and not give in to the only options you think you have to pick from.",Dembe Michael
"Every obstacle we come across in life gives us an opportunity to improve our circumstances, and whilst the lazy complain, the others are creating opportunities through their kind hearts, generosity, and willingness to get things done.",Dembe Michael
What a beautiful thing named after you...Love.,Serena Deena
"You don't have an option to change your past, but you always have an option in hand to work for your present and see for ways to make your future even brighter. It is always in your own hands, and a bright mind would be able to do so quite effectively.",Dembe Michael
"La vida es como mis rosas: el que tengan espinas no hace que quiten su belleza. - Señor Spencer, Keswick y el árbol de la vida.",M. J. Asensio
"What is life if not bitter of arguments, you know? Partially plastic and partly fake, I know! I couldn't cry over spoiled milk. Their habits upon cultivation improved theory, theory of dichotomy in leadership.(Great, Katheline, pp. 217- 230)","Katheline the Great, Princess Journalles I Othello & The Advent of Humanitas Technical"
Self-actualization is quality care.,Katheline the Great
"People often learn through quotes. There's apples for doctors, potatoes for farmers, and those who often clasp to their tomados. If I had a dollar for every wise fable, I'd make porridge.",Katheline the Great
Some people are born with odds stacked against them in life. But they never give up on achieving their dreams.,"Avijeet Das, Why the Silhouette?"
Be careful of those who give you false confidence to betray those who trust you. You may end up burning your bridges.,De philosopher DJ Kyos
May you be a constantly powerful soul who makes the atmosphere pure with your elevated attitude.,Murli Blessing
The future of everybody and everything depends what each one is doing now.,Ronald Sanson Stresser Junior
"getting things easy,you can never understand its value. the real test is when you struggle and earn your place.",Siddhartha Goswami
Be there for someone who has been there for you...,"Avijeet Das, Why the Silhouette?"
It's good to imagine your competitors as strong as possible. It helps you to build yourself as your best version.,Upasana
I thought 2020 would be the year I got everything I wanted. Now I know 2020 is the year I appreciate everything I have.,"Melody Godfred, Self Love Poetry: For Thinkers Feelers"
"Many rebelled against God. But no one, including atheists and the devil, can ever rebel against happiness. It is the final destination for all.",Mwanandeke Kindembo
You need the quality of loyalty in a person than the number of people on the battlefield. GOD will always send someone fully skilled and devoted to helping you in the middle of your storm. So having the best-skilled warrior with devotion in his heart for you will indeed become a victory in the presence of GOD.,Jesus Apolinaris
"At the end of the day,",the only things matter is How happy and stress free you are.
"I feel like writing enables you to be free and calm, Believe me this is the best way to understand thing better.",Siddhartha Goswami
Some people want to quit after failing. Some people want to try again. It's all about the right attitude.,Garima Soni - words world
Things work out best for those who make the best of how things work out,John Wooden
Every true SUCCESS comes with a painful PROCESS.,Marvie Kings
"Our destiny is not created by the shoes we wear, but by the steps we take.",Golden Flower
Outcomes are not my responsibility. I am only tasked with doing the best I can when I can.,Todd Stocker
"The light will always break through the darkness, but you need to make room in your heart to let it in.","Marnie Hill, Heaven and the In-Between: What Happens After We Die Through the Eyes of a Medium"
"The devil himself is not inspired. He's the master of imitation, I don't think he can succeed in inspiring anyone too.",Mwanandeke Kindembo
To love deeply and to break up is just a small thing. But seems lethiferous and pestilent.,DEEPAK DUBEY
You couldn't force things apart that are bound at heart.,DEEPAK DUBEY
I know this is an inspiration because I am also easily inspired by the words that I claim to be mine.,Mwanandeke Kindembo
"We are all experts and sometimes encounter limits in our fields, including those we call fools. Even the doctor can only heal the sick, but not raise the dead.",Mwanandeke Kindembo
The hospital is a playground for doctors.,Mwanandeke Kindembo
Few have the mindset of employers when many are willing to stay employed for life.,Mwanandeke Kindembo
"In the case of feedback, when someone says you can't do something or accomplish anything great in life; then this is a great source of motivation for you. It is a waking call to force you to do better than before.",Mwanandeke Kindembo
To practice is not to be perfect. To practice is to savor the journey to excellence even if your destination is unattainable,"Syd K., I-Tigress: A letter to humans: A Tribute to Fighting Mothers"
"Cái học mà vụ về bề rộng và bề cạn, nghĩa là cái gì cũng biết nhưng không có cái gì là thật biết, là ""kẻ thù"" số một của văn hóa.","Nguyễn Duy Cần, Tôi Tự Học"
"From the perspective of academic models, the PTI has cynically operated the wind turbines of accountability to put opposition heads under the water.",Qamar Rafiq
"darling, if you have to convince them of your worthiness, they might not be worth holding on to. poison comes in shiny bottles too.","Billy Chapata, Flowers on the Moon"
"darling, you don't have to be seen to be worthy. you are still whole without their acknowledgment. you will still breathe without their surveillance. you still exist.","Billy Chapata, Flowers on the Moon"
"your journey will scare some people. the steps that you take will intimidate others, and the paths that you take will confuse some. people are afraid of things they can't control, and when they realize that they have no power over you, it scares them. it brings out their biggest fears, it unmasks their deepest insecurities, it reveals their true colors. when you live in your truth and it goes against what other people believe in, you're always going to rub some people the","wrong way. they'll have opinions, they'll have ideas, they'll have assumptions, but what they think of you is none of your business."
"empathy can be your best friend or your biggest enemy. there will be several situations in life that will bring you to a crossroad. a crossroad between what's good for you and what's good for them. understand that there is absolutely nothing wrong with being selfish and doing what's best for you. some people won't understand your decisions initially, and some may never understand at all, but your peace of mind and happiness are not worth sacrificing for anything or anyone. you've worked too hard on yourself to be affected by people and things that don't understand the energy and time you've put into yourself.","Billy Chapata, Flowers on the Moon"
"Don't be afraid of the space between your dreams and reality. If you can dream it, you can make it a reality.","Christine Willson, The Screen Saver"
"If you want to go forward, You must take action and apply yourself","Osman Gulum, How To Start Your First Business: How I succeeded in business and how you can too"
And even the smallest of us can reach the stars - so why is it that once we grow up we can't even see the sky?,Laura Chouette
"No matter how many storms you have been through, you are still here in the presence of GOD with unlimited possibilities at victory. So live every day faithfully, knowing that GOD is with you in every step of your journey. Pray faithfully and know that GOD is your everyday hero, and he will work through you in the midst of the storms.",Jesus Apolinaris
"Don't' be afraid, it's not gonna help anyway, does it?",Dido Stargaze
You need the quality of loyalty in a person than the number of people on the battlefield. So having the best-skilled warrior with devotion in his heart for you will indeed become a victory in the presence of GOD.,Jesus Apolinaris
All that I am or Hope to be,I owe to My Mother
"If you start taking your dreams a little seriously, You are already on the path to success.","Rajneesh Kumar, FERROBLOOMS : The Augury of Fortune"
Trying to control everything that happens to you is unavailing to life's vulnerability.,Ojingiri Hannah
"Instead of praying for wealth and fame, it's much better to pray to God to clear enemies like friends from your path.",Because they are like vipers that will suck all the goodness away from your life with a disguised smile.
Just got to keep on keeping on.,"Gillian Flynn, Gone Girl"
There's nothing worth getting in this world that you can get easily.,"...But, when you put in that much time and effort, if you do achieve that difficult thing it becomes the cream of your life."
It takes pure love to be possessed by the spirit of God.,Mwanandeke Kindembo
"Awakening is realizing that you are the citizen of the universe, rather than identifying yourself as the citizen of your own country or that of the world.",Mwanandeke Kindembo
"It's said that God is love, but I don't know if He hates the devil like humans do too.",Mwanandeke Kindembo
Many people wish to be placed in the heaven of scientists. Because few thinkers can be found in religion.,Mwanandeke Kindembo
"The main benefit of maths is to reduce superstitions, dogmas, and increase your confidence in finding facts.",Mwanandeke Kindembo
"Our problems is not even the people we are blaming and bashing. It is that we good in making bad, stupid decisions and we don't want to admit it. So , we keep on making same mistakes over and over.",De philosopher DJ Kyos
The sign of a life that is loved is laughter at their funeral.,"Todd Stocker, Refined: Turning Pain Into Purpose"
"In property investments, you make money when you buy, so it is important to buy well. Taking the right steps before buying a home could save you much more in the future.","Rasti Vaibhav, The Property Wealth Blueprint: How to build a robust portfolio to generate passive income and live the life you desire"
Google is good for inspiration.,Bert McCoy
From nothingness comes right action.,Bert McCoy
Belief is Key.,"Heather G. Harris, Glimmer of The Other"
A conversation that doesn't affect the soul is an unfinished journey!,Ankit Jamwal
A great attitude carries us through everything.,Bert McCoy
Live the life of Love,&
Wisdom is the hand that fits inside the glove of knowledge.,Todd Stocker
"In order to be able to live the life you love, live the life you've dreamt for yourself, all you have to do is keep on getting back up. Nothing and no one can defeat you without your permission. Everybody gets knocked down, the question becomes, how quickly are you going to get up?","Alexa Carlin, Adaptable: How to Lead with Curiosity, Pivot with Purpose, and Thrive through Change"
"Luck or no luck, you will get what you suppose to get. You will be who you are supposed to be. You will be where you are destined to be. Just don't give up on yourself and don't be too hard on yourself.",De philosopher DJ Kyos
"Today it is hard to live, because everything depends on luck.",Things that were happening in our lives daily.
"Today it is hard to live, because everything depends on luck.",Things that were happening in our lives daily.
"You're special, even if you don't have some kind of super powers, or you're not the smartest person alive nor the funniest but you're special. Your genes work in a special way, your heart beats in a special way and your eyes glow in a special way. So trust me, you're special.",Nisrine Kurdi
"Loyalty comes from the heart, and it is affected by betrayal inflicted on the people it loves.",Jesus Apolinaris
"I wanted to give voice to how victims of abuse may feel because it is how I felt and still feel at times. They deserve to be heard. If that means I bare my soul before the world, I will do so. They are worth it.",S. D. Howard
"Men & Women, respect your body as much as you would want others to respect you",Dido Stargaze
I admire all the great people who have dedicated their free time to helping humanity move forward.,Mwanandeke Kindembo
Happiness is found in His house,House of God is called the church
The impossible is possible with Jesus Christ,Jesus Christ already has created you
Adam and Eve disobeyed God,God commanded them not to eat fruits from the tree
No one ever won the race with the burden of Fear & Ego with them.,Harshad Ghodke
A FRIENDSHIP LETTER,
"You are not making mistakes, you are getting stronger and becoming more intellectual",Rafsan Al Musawver
People don't show who they truly are when they are comfortable. People will show you who they truly are when they are uncomfortable.,Steven Cuoco
"It's actually normal to desire perfection—at least near, but remember originality too.","Itohan Eghide, The Book of Maxims, Poems and Anecdotes"
Vision is foresight of destiny.,"Gerard de Marigny, The Watchman of Ephraim"
God has created us to be the source of light,Light to enlighten your life and others'
Born in the middle of the nineteenth century,Century of the world war one and two
Salute the flag with respect and appreciation,Appreciation to what you gain from the land
Impress no one but yourself for now,Now your goal should be finding your goal or goals of life
Millions of pages are not sufficient to describe you,You have an ultimate characteristic
Eat the same thing every day if you have to,To you are all the credits because you give a sacrifice
"Some of the greatest ideas comes from our mistakes and failures. Even thou we fail; you might find someone has got an inspiration or an idea to create or to make something wonderful from what we did or said. Don't just sit and do nothing, always do something,","because even when you fail. You might be winning. It is like failing a module, but passing a course . Don't let failure or your fear of failing make you not to attempt on doing something."
"Đừng bao giờ cố gắng thay đổi một người, trừ khi anh ta muốn thay đổi chính mình.",Kahlil Gibran
All self-help authors are like babysitters. Because they have to lead and nurture us until we are mentally fit to accomplish anything in life.,Mwanandeke Kindembo
"The more you connect with nature, the more creative you will become.",Mwanandeke Kindembo
Self-realization is realizing the truth that was already there when you were still unaware of it. Self-help means regaining your full freedom and living according to your desires.,Mwanandeke Kindembo
"There are two ways to live a celibate life. The first is to leave everything as it is and the second is to explore everything, without neglecting anything. Those who experiment a lot have little taste in things.",Mwanandeke Kindembo
"People do strange things to protect their hearts. But when you're afraid, your heart is closed, and it's never the right time, but when your heart is open, and you're willing to be brave enough to take a chance, the time is always right.","Axie Oh, XOXO"
"You have to decide everything for yourself, then God will assist you in your cause.",Mwanandeke Kindembo
En el eterno intento de no fracasar.,Cielito Lindo
There is something explicity satisfying about people who observe you for just who you are.,"Elsie Swain, Swan Song Of My Era"
Why be a princess when you can be a Queen,Dido Stargaze
"No matter what life hurls in my direction, I make it a point to keep my head up and walk to my destination with a smile.","Hagir Elsheikh, Through Tragedy and Triumph: A Life Well Traveled"
"I am grateful for my struggle because it made me who I am today. It also taught me there is nothing that I can't do and nothing is impossible, as long as I am willing to try as hard as I can.","Hagir Elsheikh, Through Tragedy and Triumph: A Life Well Traveled"
"If I can show even one person how I used my strength to help me build my life and assist others, I'm on the right path.","Hagir Elsheikh, Through Tragedy and Triumph: A Life Well Traveled"
"You have the power within you and you may surprise yourself, but you have to take that first step.","Hagir Elsheikh, Through Tragedy and Triumph: A Life Well Traveled"
"In the end, love kills and love saves lives.",Mwanandeke Kindembo
It's better to trust in Yahweh than your way.,"Raven M. Brown, The Bible Will Be My Textbook"
"If you want to change the outcome, change your outlook.","Raven M. Brown, The Bible Will Be My Textbook"
"U live today or either die tomorrow until that life is yours so, think about it.",Niteshkumar G
Believing starts with a lie,only you believe above all.
"Keep pushing , until your reality becomes a dream and a fantasy to others.",De philosopher DJ Kyos
"Strong women don't play victim, don't make themselves look pitiful, and don't point the finger. They stand and they deal.",Dembe Michael
"Never underestimate the power of your mind. Whether positive or negative thoughts, that power will reveal itself in a matter of time.",Corletia Dunlap Banks
"Life without creativity, is life without color.",Corletia Dunlap Banks
Cuộc đời rất ngắn ngủi để thức dậy với những hối tiếc và khó chịu. Hãy yêu quý những người cư xử tốt với con và hãy cảm thông với những người chưa làm được điều đó.,Khuyết danh
Motivation is what gets you started but habit is what keeps you going.,Jim Ryun
Your success will be determined by your own confidence and fortitude. Show up in every single moment like you're meant to be there. Believe in yourself and you will be unstoppable. If you have the courage to start you have the courage to succeed.,Priywardhan Dhillon
"You know what would make me feel better, Lachlan Jackson? You! You on my lips… ~ Haley Steele","Charmaine Louise Shelton, Tempt My Desires Lachlan & Haley Part I"
"Pray about Everything Faithfully, Faith is part of the bond that holds your trust in GOD and creates the most significant moments of your life through challenging situations.",Jesus Apolinaris
"Some people need to have someone to say, I love you, and I support you. Let us make an effort to understand the despair, weariness, and distress they are going through. When a person's soul contains more scars than life, they feel the side effects of dying from within. We must have compassion, pray faithfully for those adjusted to the darkness, and empathize with their emotions for more significant support for their wellbeing.",Jesus Apolinaris
Always do your best and your life will make sense.,Bert McCoy
"Sometimes it may seem like you're being thrown back into your pain. But, no. You're being liberated 'through' pain.",Mitta Xinindlu
"There is a serious risk in being vulnerable. The risk is that those whom you're being vulnurable to may misuse or ridicule your vulnerability. But the bigger risk is that if you refrain from being vulnerable, you consequently allow fear to win. Take the lesser risk, and get thThere is a serious risk in being vulnerable. The risk is that those whom you're being vulnurable to may misuse or ridicule your vulnerability. But the bigger risk is that if you refrain from being vulnerable, you consequently allow fear to wine. Take the lesser risk, and get the job of healing done.",Mitta Xinindlu
"There is a serious risk in being vulnerable. The risk is that those whom you're being vulnurable to may misuse or ridicule your vulnerability. But the bigger risk is that if you refrain from being vulnerable, you consequently allow fear to win.",
Jesus is God and the Son of God,God is Jesus and Jesus is the Holy Spirit
Jesus is here and everywhere,Everywhere means everywhere
Jesus Christ has come already and will come again,Again you will see him coming to judge the living and death
Thank God every day and every possible moment,Moment with God is connections to Heaven
No one can claim fatherless even if he decided to,To you is not the absence but the existence of Jesus Christ
Giving is receiving,Dido Stargaze
"Religion and science are all in pursuit of reaching the spiritual realm, thus transcending bodily things.",Mwanandeke Kindembo
"The truth is like the rays of the sun, they travel in parallel and cannot be hidden even when it is raining outside.",Mwanandeke Kindembo
"The troubled person asks, ""What do you gain by staying alive when you know death is certain?"" When it's time to enjoy, there's no time to waste. But it should be kept moderate only.",Mwanandeke Kindembo
Your relationship with a person doesn't end when they die. It only gets stronger. Mostly because they're not there to tell you that you're wrong.,Karin Slaughter (author)
"Where there is inspiration, this suffices as a sign of a good education.",Mwanandeke Kindembo
It is only inspiration that can bring wisdom to an uneducated or empty head.,Mwanandeke Kindembo
"You are unique in so many ways. You have the power within you to achieve anything in life. Regardless of the judgment from others, You are NOT Powerless. You have Greatness in you. No one on this earth can't take that away from you or destroy it. So believe in yourself and fuel your power with acceptance of who you are. Be Courageous, Face your Fears, and Live Your Greatness.",Jesus Apolinaris
Don't ever underestimate the power in you. You will be amazed at how many astonishing acts you can perform in the presence of GOD.,Jesus Apolinaris
"You don't regrate your life why it is unfair instead, combat the contests time throw at you"".",Ananta kumar singh
"Darling listen – there are always a few who are not worthy of your warmth, your gifts, your sacrifices, understanding, your commitment & your smiles. But because you are an angel – a great soul, you give your all. Keep giving! Believe me, not everyone has the capacity to do that.",
"One of my biggest worries is that youth grow in discomfort and insecurity, which stops them from truly dreaming freely. society, religion, and family should be the source of support, not the horror.",Mohammed Zaid
Collective strength is the force to make the impossible happen. Sacrifices contributed to the creation of our current world and it is the mission of some of us to take leadership and work for others.,Mohammed Zaid
Never ever doubt yourself or your capabilities. You are born to Win. You are born to be a Hero!,Avijeet Das
"Stay firm to your goal, the right people will associate with you!","Avijeet Das, Why the Silhouette?"
"You don't regrate your life why it is unfair instead, combat the contest time throw at you"".",Ananta kumar singh
"The salary simply means becoming dependent on someone's pocket. Like a good dog who waits for his master to throw the bone at him, after having eaten all the meat.",Mwanandeke Kindembo
"Compared to the dog, the wolf is a true symbol of freedom or of those who refused to be spoon-fed.",Mwanandeke Kindembo
Anyone or anything that forces me to fall asleep when I want to stay awake is considered toxic to my senses.,Mwanandeke Kindembo
"I can easily give away everything I own, but don't sin against yourself by trying to interfere with my freedom of choice.",Mwanandeke Kindembo
Honesty is the only sign of those who expect nothing from anyone.,Mwanandeke Kindembo
Division and subtraction are not required in a friendship or marriage. Only addition and multiplication of great things.,Mwanandeke Kindembo
"To help and guide someone, you have to rise above their feelings or emotions. Otherwise, you can't help if you want to stay at the same level as them.",Mwanandeke Kindembo
"Life is about choices. You must choose what you want. If you don't choose. People, your friends, family and life will choose for you, and they won't choose what is best for you. Choose your friends , who do you vibe and hang around with carefully. Choose do you entertain, sleep with or tell your secrets or plans. Always choose to do the right things and never break the law or people's heart. If you make wrong choices, you will suffer, get hurt or die. if you make right choices, you will live longer and prosper.",De philosopher DJ Kyos
"Light shines through cracks only, not through solid walls. I love all the cracks in me.",Asma Naqi
War can only be defeated by the arms of love.,Dan Barron
"We had two bags of grass, seventy-five pellets of mescaline, five sheets of high powered blotter acid, a salt shaker half full of cocaine, and a whole galaxy of multi-colored uppers, downers, screamers, laughers... and also a quart of tequila, a quart of rum, a case of Budweiser, a pint of raw ether and two dozen amyls.","Not that we needed all that for the trip, but once you get locked into a serious drug collection, the tendency is to push it as far as you can."
you will always find something good to say about yourself if you are looking for something bad,Anthony Ejefoh
learning from other people's mistakes is foolish because they're too busy making new ones.,Anthony Ejefoh
Sometimes what others say about us matters the most.,Anthony Ejefoh
The world is created for all human beings to enjoy life. Adam did not have a tribe.,Mwanandeke Kindembo
"A prophet will only show you the way to God. Perhaps, guide you through, just like a gatekeeper.",Mwanandeke Kindembo
Adam was too lazy and cautious. But Eve who came after him dared to go and get the forbidden fruit.,Mwanandeke Kindembo
"The search of success doesn't happen in happiness ; a bit of sorrow, a bit of failure, and the feeling of rise again is responsible to give you one",Ambika Thapa
"Your life's span may not help you stand out, but the achievements in it will",Ayush Dewan Khurana
Never chase people in your life. No one is worthier than you to be chased.,Avijeet Das
Crying is your souls way of cleansing itself.,"Todd Stocker, Dancing With God: First Year Thoughts on the Loss of My Daughter"
Fill your aprons with jewels of knowledge. Don't have any type of doubt. Make effort to remember the Father as much as possible and become pure.,Murli
No wounds are permanent. All will eventually heal. So as the pain; all the heartaches will fade away.,Syed Qassim Acabo
"Sow revolution within yourself,",which will create new awakening within you.
"If you want the best from a woman,treat her well. Good women are everywhere","Gugu Mofokeng, ACHIEVE YOUR GOALS: Avoid The Top 3 Mistakes That Keep Even Highly Ambitious Professionals & Entrepreneurs Procrastinating...Feeling Stuck Year After Year...& Unable To Breakthrough!"
Knowledge is a power that scares most people.,Madhushree Das
"As I woke this morning, a thought occurred to me:","Some trust in Amazon and others in Facebook, but I trust in the Name of the Lord my God. Amen"
"Anytime you start to imagine being the son or daughter of God, then now is a good time to go back to your family tree. Also check your chronological age.",Mwanandeke Kindembo
"Whenever books seem so boring, it's a good time to turn to nature as the best teacher. This is the true path of spirituality or the discovery of reality.",Mwanandeke Kindembo
Love is the only key to open the doors of paradise.,Mwanandeke Kindembo
"Without wisdom, you will not peacefully enjoy this wealth in the world. You will have no idea what to do with it in the first place.",Mwanandeke Kindembo
The only way to get closer to God is to imitate Him and not associate Him in any way.,Mwanandeke Kindembo
Humans are absolutely made to resist misfortunes !!!,
Pull yourself together.,Be strong.
"The more you imitate God, the closer you get to Him. So He is the giver? Also learn how to start sharing with others.",Mwanandeke Kindembo
I believe that poverty is just an accumulation of bad mentalities through previous generations.,Mwanandeke Kindembo
"The main objective of being rich is to always have food presented on the table, or to feed the beast; the body day and night.",Mwanandeke Kindembo
"This beast called body is never satisfied no matter how many times you feed it, or how delicious your food tastes in your mouth. It will always ask for something tomorrow.",Mwanandeke Kindembo
"There is a heaven on earth, see the world with the vision of the soul.",Shiva Negi
"In reality, there is no scientific or religious approach to curing poverty. Even some charity organizers end up taking all the donations intended for the less fortunate.",Mwanandeke Kindembo
"By curing poverty or ending hunger, we will end up with zero percent of thieves in our societies.",Mwanandeke Kindembo
"The more you learn, the more you know about yourself and the more fearless you end up becoming; or have more confidence in your skin.",Mwanandeke Kindembo
Telling the truth is better than giving too much respect to those who do not deserve it.,Mwanandeke Kindembo
To fear another human being is to sin against yourself.,Mwanandeke Kindembo
"Las personas están hechas de lo que ocultan, no de lo que muestran.","May Boeken, Todas las promesas que rompimos"
"The world is not what it looks like, don't believe everything you see.",Anuj Minj
Don't accept failure as an option.,"Bohdi Sanders, Defensive Living: The Other Side of Self-Defense"
"Other people will say things , not knowing what you have done. You will feel guilty and get offended, because you know what you have done. Sometimes we get offended , not because of what is said, but because of what we know, about on what is said.",De philosopher DJ Kyos
You can't focus on lack and fulfillment at the same time. And you always have a choice as to which one gets your attention.,"Elle Sommer, THE POWER OF CONSCIOUSNESS: A GUIDE TO MANIFESTING A BRILLIANT LIFE"
"We become what we think about and then we act based on who we've become. This is why we don't get what we want, instead we get who we are.","Elle Sommer, Reboot Your Money Mindset: Surprising Strategies For Mastering Wealth"
"Money is universal energy at work. Money, health, happiness…all things are made up of energy. And your thoughts and feelings around money or lack thereof have a different set of energetic signatures. The frequency we happen to operate in acts as an amplifier, driving experiences to you that match your energy.","Elle Sommer, Reboot Your Money Mindset: Surprising Strategies For Mastering Wealth"
Está psicológicamente demostrado. La gente se miente a sí misma para protegerse de sus actos. De sus pensamientos y sentimientos.,"L.J. Shen, Defy"
No estaba en mi naturaleza ser un gran apoyo. Estaba zurcida a base de remiendos deshilachados de ambición desmedida y sueños frustrados.,"L.J. Shen, Defy"
Aceptar el hecho de que amabas a alguien era mucho más difícil que enamorarte de esa persona. Llevaba tiempo. Y requería valor.,"L.J. Shen, Vicious"
"El orgullo, el hecho de creer mentiras sobre uno mismo para aumentar el valor de uno mismo, a menudo era el preludio de una desagradable caída.","Gena Showalter, The Darkest Promise"
"Las acciones ganan guerras. Las acciones curan heridas. Las palabras, no, en absoluto. Las palabras son baratas.","Emma Chase, Tangled"
"Hay tres maestros en la vida: un estómago hambriento, un bolsillo vacío y un corazón roto.","Lena Valenti, Amos y mazmorras: Duodécima parte (Besos de calavera, #2)"
"La percepción y la realidad son infinitamente dispares. La verdad, por lo general, se encuentra en un punto intermedio.","Elle Kennedy, The Chase"
"Es posible domesticar a una serpiente para que coma de tu mano, pero nadie le va a quitar nunca el gusto por morder.","Madeline Miller, Circe"
"En la vida existen personas que nos hacen sentir libres de muchas maneras, a veces insignificantes. A veces eso significa que te liberan de una habitación oscura y sin ventanas, o que te sacan de una casa en llamas. Pero lo más frecuente es que signifique que te salvan de ti mismo, y que puedes creer, finalmente, que conseguir que alguien te ame no es una gran mentira, sino algo que debes esperar.","Mia Sheridan, Stinger"
"No hay nada en la tierra que pueda superar el alivio que se siente cuando alguien te coge la mano en la oscuridad, cuando más perdido y asustado estás.","Mia Sheridan, Grayson's Vow"
"Estar enamorado significa que vas a arriesgarte por completo, hasta las partes más sensibles, a que te hieran.","Mia Sheridan, Grayson's Vow"
"Porque, comprendí de repente, a veces es más necesario reunirse a medio camino, pero en otras ocasiones lo que quieres es satisfacer a la otra persona yendo hacia ella. Y eso..., eso es amor.","Mia Sheridan, Grayson's Vow"
"Y la verdad que me había enseñado el amor era que sólo se puede ser fuerte una vez que se es lo suficientemente valiente para romperse, y dejar que el lugar que ocupó el dolor se llene de amor en tu interior.","Mia Sheridan, Grayson's Vow"
"Cuando el mundo te lo ha quitado todo, cuando se balancea y se desplaza constantemente bajo tus pies, es difícil creer que las cosas que te regala van a durar.","Leylah Attar, The Paper Swan"
Keep searching for the colors when everything turns gray.,Christy Ann Martine
"Your decisions shape your destiny. Little, everyday decisions either take you to the life you desire or to disaster by default",Tony Robbins
"Don't just listen to what the person says; watch what they do. Because what people say is one thing, but what they do reveals the truth about them.",Tony Robbins
"Silence is useless where injustice exists. We must ask ourselves, if I am silent on this matter what consequences must I live with for my role in knowing and not speaking out.",Daisy Gallagher
"Damn son, where'd you find this?",Socrates
"One of the most profound things you can do to achieve peace in this life is to love yourself, by being yourself.",Jodi Livon
"I love the art of reading, when we are drowned by other people's stories and attempt to swim deep into all the chapters.",Shaa Zainol
Every flower reflects hope for the future and renews my aspirations for what the world can be.,"Rita A. Gordon, Give Thanks and Smell the Flowers: A Gratitude Journal"
Great things can happen at any time.,"Rita A. Gordon, Grateful: A Gratitude Journal"
"A pesar de que poseemos el libre albedrío, el destino absoluto es inmutable. Lo que se supone que debe ocurrir siempre ocurre, de una manera u otra.","J.R. Ward, Lover Enshrined"
Es mucho mejor no tener ningún interés que sentirse insatisfecha. La insatisfacción crea un vacío que pesa demasiado.,"J.R. Ward, Lover Mine"
"La tragedia, como el amor, hace que la gente se vuelva ciega.","J.R. Ward, Lover Reborn"
"Cuando eres esencialmente infeliz, estar con la persona que amas no es suficiente.","J.R. Ward, The King"
Don't think there is no door you can't walk through.,It takes a reasonable amount of effort to succeed in life.
